Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit,Product ID
adidas Brazuca 2017 Official Match Ball,201705,4,2.21088,96
Nike Men's Fingertrap Max Training Shoe,201705,5,1.37178,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201705,0,2.17602,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201705,5,1.186,99
Ogio Race Golf Shoes,201705,1,2.00431,100
insta-bed Neverflat Air Mattress,201705,1,0.98524,101
GolfBuddy VT3 GPS Watch,201705,0,1.99227,102
Merrell Women's Grassbow Sport Waterproof Hik,201705,1,1.22668,103
Titleist Small Wheeled Travel Cover,201705,0,1.80667,104
Polar Loop Activity Tracker,201705,0,1.21978,105
Pelican Maverick 100X Kayak,201705,0,1.33469,106
Garmin Approach S4 Golf GPS Watch,201705,0,0.46402,107
Total Gym 1400,201705,0,0.52282,108
Garmin Forerunner 910XT GPS Watch,201705,0,1.92208,109
Titleist Club Glove Travel Cover,201705,0,0.80747,110
GoPro HERO3+ Black Edition Camera,201705,0,1.37316,111
Diamondback Boys' Insight 24 Performance Hybr,201705,0,2.12764,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201705,0,1.78541,113
Stiga Master Series ST3100 Competition Indoor,201705,0,2.24771,114
SOLE E35 Elliptical,201705,2,1.73186,115
Bushnell Pro X7 Jolt Slope Rangefinder,201705,19,1.65231,116
SOLE E25 Elliptical,201705,17,1.01005,117
Bowflex SelectTech 1090 Dumbbells,201705,21,1.96555,118
Perfect Fitness Perfect Rip Deck,201704,621,0.88657,1
Nike Men's Dri-FIT Victory Golf Polo,201704,159,0.15548,2
O'Brien Men's Neoprene Life Vest,201704,583,0.94685,3
Nike Men's Free 5.0+ Running Shoe,201704,159,1.00909,4
Under Armour Girls' Toddler Spine Surge Runni,201704,141,1.15101,5
Nike Men's CJ Elite 2 TD Football Cleat,201704,93,0.57969,6
Field & Stream Sportsman 16 Gun Fire Safe,201704,8,2.18091,7
Pelican Sunstream 100 Kayak,201704,23,0.57375,8
Diamondback Women's Serene Classic Comfort Bi,201704,91,1.38641,9
ENO Atlas Hammock Straps,201704,3,1.91688,10
Nike Men's Comfort 2 Slide,201704,5,1.64608,11
adidas Youth Germany Black/Red Away Match Soc,201704,5,0.45392,12
Team Golf St. Louis Cardinals Putter Grip,201704,0,2.04675,13
LIJA Women's Eyelet Sleeveless Golf Polo,201704,1,1.43792,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201704,12,1.48586,15
Glove It Women's Imperial Golf Glove,201704,0,1.07625,16
Glove It Imperial Golf Towel,201704,1,1.99705,17
Bridgestone e6 Straight Distance NFL Carolina,201704,2,1.44117,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201704,0,0.35899,19
Columbia Men's PFG Anchor Tough T-Shirt,201704,14,1.03225,20
Under Armour Women's Ignite Slide,201704,0,0.6306,21
Team Golf Tennessee Volunteers Putter Grip,201704,0,1.1631,22
Titleist Pro V1x High Numbers Personalized Go,201704,0,0.76759,23
Nike Men's Deutschland Weltmeister Winners Bl,201704,1,0.95976,24
Bridgestone e6 Straight Distance NFL San Dieg,201704,7,1.86183,25
Nike Women's Tempo Shorts,201704,0,2.26924,26
Team Golf Texas Longhorns Putter Grip,201704,1,0.6314,27
Hirzl Women's Soffft Flex Golf Glove,201704,6,1.77448,28
Clicgear 8.0 Shoe Brush,201704,6,1.74432,29
Hirzl Women's Hybrid Golf Glove,201704,2,1.24024,30
Team Golf Pittsburgh Steelers Putter Grip,201704,6,2.11459,31
Top Flite Women's 2017 XL Hybrid,201704,0,2.2896,32
Glove It Urban Brick Golf Towel,201704,0,0.79354,33
Nike Dri-FIT Crew Sock 6 Pack,201704,5,2.08529,34
TYR Boys' Team Digi Jammer,201704,4,2.11785,35
Team Golf San Francisco Giants Putter Grip,201704,20,0.20438,36
Clicgear Rovic Cooler Bag,201704,1,0.3143,37
Hirzl Men's Hybrid Golf Glove,201704,0,0.88292,38
Titleist Pro V1x Golf Balls,201704,0,0.88397,39
adidas Men's Germany Black Crest Away Tee,201704,0,2.34503,40
Titleist Pro V1 High Numbers Personalized Gol,201704,2,1.82,41
Under Armour Women's Micro G Skulpt Running S,201704,0,0.69938,42
Under Armour Hustle Storm Medium Duffle Bag,201704,0,0.48024,43
Under Armour Women's Ignite PIP VI Slide,201704,3,0.24525,44
Bag Boy Beverage Holder,201704,0,1.89356,45
Under Armour Men's Tech II T-Shirt,201704,7,1.41797,46
Team Golf New England Patriots Putter Grip,201704,6,2.28517,47
Under Armour Men's Compression EV SL Slide,201704,0,0.22573,48
Bridgestone e6 Straight Distance NFL Tennesse,201704,0,1.14507,49
Glove It Women's Mod Oval Golf Glove,201704,16,0.31753,50
Titleist Pro V1x High Numbers Golf Balls,201704,0,2.33485,51
Nike Women's Legend V-Neck T-Shirt,201704,1,0.36913,52
Under Armour Kids' Mercenary Slide,201704,13,1.82041,53
adidas Kids' F5 Messi FG Soccer Cleat,201704,0,2.22786,54
Children's heaters,201704,0,1.7125,55
Web Camera,201704,0,0.60638,56
Dell Laptop,201704,3,0.56985,57
Porcelain crafts,201704,0,0.67932,58
Sports Books,201704,0,2.19697,59
DVDs,201704,0,1.52327,60
Industrial consumer electronics,201704,0,0.70648,61
Fighting video games,201704,0,1.26348,62
Summer dresses,201704,0,1.19219,63
Lawn mower,201704,0,0.96015,64
Adult dog supplies,201704,0,0.41583,65
Rock music,201704,0,1.17605,66
Elevation Training Mask 2.0,201704,0,1.55239,67
LIJA Women's Mid-Length Panel Golf Shorts,201704,0,1.83195,68
Toys,201704,0,2.12219,69
Brooks Women's Ghost 6 Running Shoe,201704,0,2.32807,70
Bag Boy M330 Push Cart,201704,6,2.15868,71
Merrell Women's Grassbow Sport Hiking Shoe,201704,0,0.57064,72
Nike Men's Free TR 5.0 TB Training Shoe,201704,0,1.64705,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201704,0,1.02864,74
First aid kit,201704,0,1.74649,75
CDs of rock,201704,0,1.59133,76
Polar FT4 Heart Rate Monitor,201704,0,1.02079,77
LIJA Women's Argyle Golf Polo,201704,0,0.79704,78
TaylorMade White Smoke IN-12 Putter,201704,0,0.55742,79
Fitbit The One Wireless Activity & Sleep Trac,201704,0,1.35022,80
Nike Kids' Grade School KD VI Basketball Shoe,201704,0,1.81639,81
The North Face Women's Recon Backpack,201704,0,0.26606,82
Smart watch,201704,0,0.37939,83
Baby sweater,201704,0,0.16886,84
MDGolf Pittsburgh Penguins Putter,201704,7,1.0671,85
Men's gala suit,201704,0,2.10979,86
Merrell Men's All Out Flash Trail Running Sho,201704,0,0.95394,87
Garmin Approach S3 Golf GPS Watch,201704,0,2.30857,88
LIJA Women's Button Golf Dress,201704,0,2.33507,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201704,0,0.69756,90
Merrell Women's Siren Mid Waterproof Hiking B,201704,2,1.42868,91
TaylorMade Women's RBZ SL Rescue,201704,1,1.65789,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201704,0,1.77112,93
TaylorMade 2017 Purelite Stand Bag,201704,6,1.42333,94
Cleveland Golf Collegiate My Custom Wedge 588,201704,0,1.37548,95
adidas Brazuca 2017 Official Match Ball,201704,0,1.50239,96
Nike Men's Fingertrap Max Training Shoe,201704,0,0.76882,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201704,2,1.79506,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201704,0,1.26299,99
Ogio Race Golf Shoes,201704,0,0.6956,100
insta-bed Neverflat Air Mattress,201704,2,1.2184,101
GolfBuddy VT3 GPS Watch,201704,0,0.69638,102
Merrell Women's Grassbow Sport Waterproof Hik,201704,1,2.08293,103
Titleist Small Wheeled Travel Cover,201704,0,2.01232,104
Polar Loop Activity Tracker,201704,5,0.86549,105
Pelican Maverick 100X Kayak,201704,0,2.00027,106
Garmin Approach S4 Golf GPS Watch,201704,0,1.426,107
Total Gym 1400,201704,0,0.56907,108
Garmin Forerunner 910XT GPS Watch,201704,0,0.19279,109
Titleist Club Glove Travel Cover,201704,0,1.06547,110
GoPro HERO3+ Black Edition Camera,201704,0,0.7762,111
Diamondback Boys' Insight 24 Performance Hybr,201704,0,0.44545,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201704,0,1.62268,113
Stiga Master Series ST3100 Competition Indoor,201704,0,0.44325,114
SOLE E35 Elliptical,201704,26,0.24703,115
Bushnell Pro X7 Jolt Slope Rangefinder,201704,22,0.51866,116
SOLE E25 Elliptical,201704,2,1.26658,117
Bowflex SelectTech 1090 Dumbbells,201704,14,2.18772,118
Perfect Fitness Perfect Rip Deck,201703,57,0.39551,1
Nike Men's Dri-FIT Victory Golf Polo,201703,619,0.91387,2
O'Brien Men's Neoprene Life Vest,201703,175,2.09784,3
Nike Men's Free 5.0+ Running Shoe,201703,97,0.24145,4
Under Armour Girls' Toddler Spine Surge Runni,201703,176,0.19859,5
Nike Men's CJ Elite 2 TD Football Cleat,201703,101,0.21878,6
Field & Stream Sportsman 16 Gun Fire Safe,201703,91,1.12452,7
Pelican Sunstream 100 Kayak,201703,100,1.53908,8
Diamondback Women's Serene Classic Comfort Bi,201703,11,0.16137,9
ENO Atlas Hammock Straps,201703,3,0.17242,10
Nike Men's Comfort 2 Slide,201703,6,1.27835,11
adidas Youth Germany Black/Red Away Match Soc,201703,10,0.44961,12
Team Golf St. Louis Cardinals Putter Grip,201703,2,0.18107,13
LIJA Women's Eyelet Sleeveless Golf Polo,201703,3,1.03368,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201703,11,2.1628,15
Glove It Women's Imperial Golf Glove,201703,1,1.38468,16
Glove It Imperial Golf Towel,201703,8,1.06243,17
Bridgestone e6 Straight Distance NFL Carolina,201703,5,0.34205,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201703,10,1.03023,19
Columbia Men's PFG Anchor Tough T-Shirt,201703,26,1.31639,20
Under Armour Women's Ignite Slide,201703,4,0.14667,21
Team Golf Tennessee Volunteers Putter Grip,201703,3,0.42791,22
Titleist Pro V1x High Numbers Personalized Go,201703,0,2.15695,23
Nike Men's Deutschland Weltmeister Winners Bl,201703,1,1.1724,24
Bridgestone e6 Straight Distance NFL San Dieg,201703,3,0.33193,25
Nike Women's Tempo Shorts,201703,2,1.69635,26
Team Golf Texas Longhorns Putter Grip,201703,0,0.12731,27
Hirzl Women's Soffft Flex Golf Glove,201703,5,2.11909,28
Clicgear 8.0 Shoe Brush,201703,3,0.82452,29
Hirzl Women's Hybrid Golf Glove,201703,4,1.93927,30
Team Golf Pittsburgh Steelers Putter Grip,201703,1,1.28826,31
Top Flite Women's 2017 XL Hybrid,201703,0,1.27277,32
Glove It Urban Brick Golf Towel,201703,6,2.1284,33
Nike Dri-FIT Crew Sock 6 Pack,201703,3,1.38964,34
TYR Boys' Team Digi Jammer,201703,4,0.96505,35
Team Golf San Francisco Giants Putter Grip,201703,15,2.11189,36
Clicgear Rovic Cooler Bag,201703,14,0.30921,37
Hirzl Men's Hybrid Golf Glove,201703,0,2.3256,38
Titleist Pro V1x Golf Balls,201703,18,2.24845,39
adidas Men's Germany Black Crest Away Tee,201703,9,1.75702,40
Titleist Pro V1 High Numbers Personalized Gol,201703,1,0.25708,41
Under Armour Women's Micro G Skulpt Running S,201703,10,2.14362,42
Under Armour Hustle Storm Medium Duffle Bag,201703,1,1.46297,43
Under Armour Women's Ignite PIP VI Slide,201703,0,0.3046,44
Bag Boy Beverage Holder,201703,11,1.19313,45
Under Armour Men's Tech II T-Shirt,201703,19,0.50261,46
Team Golf New England Patriots Putter Grip,201703,3,0.80445,47
Under Armour Men's Compression EV SL Slide,201703,6,2.28587,48
Bridgestone e6 Straight Distance NFL Tennesse,201703,2,1.24482,49
Glove It Women's Mod Oval Golf Glove,201703,0,0.93273,50
Titleist Pro V1x High Numbers Golf Balls,201703,14,1.66084,51
Nike Women's Legend V-Neck T-Shirt,201703,5,2.09038,52
Under Armour Kids' Mercenary Slide,201703,0,1.14825,53
adidas Kids' F5 Messi FG Soccer Cleat,201703,1,1.37072,54
Children's heaters,201703,0,1.50968,55
Web Camera,201703,0,1.37945,56
Dell Laptop,201703,5,2.04856,57
Porcelain crafts,201703,0,0.7137,58
Sports Books,201703,0,0.70763,59
DVDs,201703,0,1.48331,60
Industrial consumer electronics,201703,0,0.49854,61
Fighting video games,201703,0,0.86901,62
Summer dresses,201703,0,0.21262,63
Lawn mower,201703,0,1.06525,64
Adult dog supplies,201703,0,1.39757,65
Rock music,201703,0,0.18115,66
Elevation Training Mask 2.0,201703,0,0.37251,67
LIJA Women's Mid-Length Panel Golf Shorts,201703,0,2.02252,68
Toys,201703,0,1.80585,69
Brooks Women's Ghost 6 Running Shoe,201703,0,1.42816,70
Bag Boy M330 Push Cart,201703,9,1.76986,71
Merrell Women's Grassbow Sport Hiking Shoe,201703,0,1.33642,72
Nike Men's Free TR 5.0 TB Training Shoe,201703,0,1.79687,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201703,6,0.31117,74
First aid kit,201703,0,1.52918,75
CDs of rock,201703,0,2.19858,76
Polar FT4 Heart Rate Monitor,201703,0,1.4583,77
LIJA Women's Argyle Golf Polo,201703,0,1.31521,78
TaylorMade White Smoke IN-12 Putter,201703,0,1.03998,79
Fitbit The One Wireless Activity & Sleep Trac,201703,2,1.5287,80
Nike Kids' Grade School KD VI Basketball Shoe,201703,0,1.70755,81
The North Face Women's Recon Backpack,201703,0,0.21998,82
Smart watch,201703,0,2.32836,83
Baby sweater,201703,0,2.25429,84
MDGolf Pittsburgh Penguins Putter,201703,0,0.69236,85
Men's gala suit,201703,0,0.3827,86
Merrell Men's All Out Flash Trail Running Sho,201703,0,0.17014,87
Garmin Approach S3 Golf GPS Watch,201703,0,2.01727,88
LIJA Women's Button Golf Dress,201703,0,2.29765,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201703,0,0.51127,90
Merrell Women's Siren Mid Waterproof Hiking B,201703,0,0.28227,91
TaylorMade Women's RBZ SL Rescue,201703,0,2.03648,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201703,0,1.15999,93
TaylorMade 2017 Purelite Stand Bag,201703,0,1.27134,94
Cleveland Golf Collegiate My Custom Wedge 588,201703,0,0.54004,95
adidas Brazuca 2017 Official Match Ball,201703,0,2.00759,96
Nike Men's Fingertrap Max Training Shoe,201703,0,0.57377,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201703,0,1.4208,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201703,0,1.88333,99
Ogio Race Golf Shoes,201703,0,2.12774,100
insta-bed Neverflat Air Mattress,201703,0,1.68446,101
GolfBuddy VT3 GPS Watch,201703,0,0.60374,102
Merrell Women's Grassbow Sport Waterproof Hik,201703,0,1.25847,103
Titleist Small Wheeled Travel Cover,201703,2,1.96419,104
Polar Loop Activity Tracker,201703,0,1.7738,105
Pelican Maverick 100X Kayak,201703,0,0.24165,106
Garmin Approach S4 Golf GPS Watch,201703,0,2.09296,107
Total Gym 1400,201703,0,1.1239,108
Garmin Forerunner 910XT GPS Watch,201703,0,1.35533,109
Titleist Club Glove Travel Cover,201703,0,2.13051,110
GoPro HERO3+ Black Edition Camera,201703,0,1.00876,111
Diamondback Boys' Insight 24 Performance Hybr,201703,0,1.24593,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201703,0,0.47958,113
Stiga Master Series ST3100 Competition Indoor,201703,0,1.8108,114
SOLE E35 Elliptical,201703,16,2.01744,115
Bushnell Pro X7 Jolt Slope Rangefinder,201703,6,0.55303,116
SOLE E25 Elliptical,201703,23,1.48924,117
Bowflex SelectTech 1090 Dumbbells,201703,26,1.16548,118
Perfect Fitness Perfect Rip Deck,201702,679,0.91894,1
Nike Men's Dri-FIT Victory Golf Polo,201702,302,1.64554,2
O'Brien Men's Neoprene Life Vest,201702,189,1.79941,3
Nike Men's Free 5.0+ Running Shoe,201702,147,0.34474,4
Under Armour Girls' Toddler Spine Surge Runni,201702,235,0.12529,5
Nike Men's CJ Elite 2 TD Football Cleat,201702,99,1.44617,6
Field & Stream Sportsman 16 Gun Fire Safe,201702,91,0.68193,7
Pelican Sunstream 100 Kayak,201702,105,0.26709,8
Diamondback Women's Serene Classic Comfort Bi,201702,81,1.98979,9
ENO Atlas Hammock Straps,201702,0,1.73918,10
Nike Men's Comfort 2 Slide,201702,4,0.92344,11
adidas Youth Germany Black/Red Away Match Soc,201702,3,0.35793,12
Team Golf St. Louis Cardinals Putter Grip,201702,0,1.83442,13
LIJA Women's Eyelet Sleeveless Golf Polo,201702,14,2.29643,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201702,5,1.51604,15
Glove It Women's Imperial Golf Glove,201702,0,0.33922,16
Glove It Imperial Golf Towel,201702,0,0.50317,17
Bridgestone e6 Straight Distance NFL Carolina,201702,8,1.84397,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201702,0,0.58961,19
Columbia Men's PFG Anchor Tough T-Shirt,201702,8,0.6007,20
Under Armour Women's Ignite Slide,201702,0,2.06439,21
Team Golf Tennessee Volunteers Putter Grip,201702,8,1.66517,22
Titleist Pro V1x High Numbers Personalized Go,201702,0,0.52119,23
Nike Men's Deutschland Weltmeister Winners Bl,201702,0,1.62649,24
Bridgestone e6 Straight Distance NFL San Dieg,201702,3,1.71477,25
Nike Women's Tempo Shorts,201702,0,0.92243,26
Team Golf Texas Longhorns Putter Grip,201702,6,0.23071,27
Hirzl Women's Soffft Flex Golf Glove,201702,4,0.65465,28
Clicgear 8.0 Shoe Brush,201702,0,1.33091,29
Hirzl Women's Hybrid Golf Glove,201702,2,1.23129,30
Team Golf Pittsburgh Steelers Putter Grip,201702,1,0.82915,31
Top Flite Women's 2017 XL Hybrid,201702,21,2.13743,32
Glove It Urban Brick Golf Towel,201702,7,1.62744,33
Nike Dri-FIT Crew Sock 6 Pack,201702,2,0.9058,34
TYR Boys' Team Digi Jammer,201702,7,0.891,35
Team Golf San Francisco Giants Putter Grip,201702,2,1.50541,36
Clicgear Rovic Cooler Bag,201702,1,0.58051,37
Hirzl Men's Hybrid Golf Glove,201702,12,1.99473,38
Titleist Pro V1x Golf Balls,201702,11,1.56627,39
adidas Men's Germany Black Crest Away Tee,201702,22,1.50176,40
Titleist Pro V1 High Numbers Personalized Gol,201702,11,1.3341,41
Under Armour Women's Micro G Skulpt Running S,201702,6,1.34409,42
Under Armour Hustle Storm Medium Duffle Bag,201702,4,0.12361,43
Under Armour Women's Ignite PIP VI Slide,201702,4,1.48304,44
Bag Boy Beverage Holder,201702,0,1.26168,45
Under Armour Men's Tech II T-Shirt,201702,14,0.43408,46
Team Golf New England Patriots Putter Grip,201702,2,1.8753,47
Under Armour Men's Compression EV SL Slide,201702,0,1.54393,48
Bridgestone e6 Straight Distance NFL Tennesse,201702,1,1.50731,49
Glove It Women's Mod Oval Golf Glove,201702,23,1.20941,50
Titleist Pro V1x High Numbers Golf Balls,201702,0,2.23628,51
Nike Women's Legend V-Neck T-Shirt,201702,9,2.23701,52
Under Armour Kids' Mercenary Slide,201702,2,0.88451,53
adidas Kids' F5 Messi FG Soccer Cleat,201702,3,1.57135,54
Children's heaters,201702,0,1.73843,55
Web Camera,201702,0,2.3387,56
Dell Laptop,201702,39,1.13471,57
Porcelain crafts,201702,0,2.2439,58
Sports Books,201702,0,1.35525,59
DVDs,201702,0,1.53947,60
Industrial consumer electronics,201702,0,2.17559,61
Fighting video games,201702,0,0.70485,62
Summer dresses,201702,0,0.19652,63
Lawn mower,201702,0,2.09754,64
Adult dog supplies,201702,0,1.38877,65
Rock music,201702,0,1.60965,66
Elevation Training Mask 2.0,201702,0,1.36939,67
LIJA Women's Mid-Length Panel Golf Shorts,201702,0,1.19415,68
Toys,201702,0,1.22915,69
Brooks Women's Ghost 6 Running Shoe,201702,0,0.95331,70
Bag Boy M330 Push Cart,201702,0,0.85567,71
Merrell Women's Grassbow Sport Hiking Shoe,201702,0,1.31982,72
Nike Men's Free TR 5.0 TB Training Shoe,201702,0,2.27729,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201702,0,1.51046,74
First aid kit,201702,0,1.19987,75
CDs of rock,201702,0,0.38238,76
Polar FT4 Heart Rate Monitor,201702,0,1.33353,77
LIJA Women's Argyle Golf Polo,201702,0,1.3811,78
TaylorMade White Smoke IN-12 Putter,201702,0,0.93774,79
Fitbit The One Wireless Activity & Sleep Trac,201702,2,1.00113,80
Nike Kids' Grade School KD VI Basketball Shoe,201702,0,1.78495,81
The North Face Women's Recon Backpack,201702,0,0.46957,82
Smart watch,201702,0,0.81987,83
Baby sweater,201702,0,1.59907,84
MDGolf Pittsburgh Penguins Putter,201702,0,1.87056,85
Men's gala suit,201702,0,0.27487,86
Merrell Men's All Out Flash Trail Running Sho,201702,0,1.49753,87
Garmin Approach S3 Golf GPS Watch,201702,0,0.1202,88
LIJA Women's Button Golf Dress,201702,0,0.67709,89
Cleveland Golf Women's 588 RTX CB Satin Chrom,201702,0,0.72678,90
Merrell Women's Siren Mid Waterproof Hiking B,201702,1,1.04301,91
TaylorMade Women's RBZ SL Rescue,201702,0,2.12158,92
Mio ALPHA Heart Rate Monitor/Sport Watch,201702,0,1.25235,93
TaylorMade 2017 Purelite Stand Bag,201702,0,1.07664,94
Cleveland Golf Collegiate My Custom Wedge 588,201702,0,1.54548,95
adidas Brazuca 2017 Official Match Ball,201702,0,2.3418,96
Nike Men's Fingertrap Max Training Shoe,201702,0,2.25422,97
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201702,0,0.80069,98
Nike Men's Kobe IX Elite Low Basketball Shoe,201702,0,1.05431,99
Ogio Race Golf Shoes,201702,0,1.21307,100
insta-bed Neverflat Air Mattress,201702,0,0.67349,101
GolfBuddy VT3 GPS Watch,201702,0,1.12731,102
Merrell Women's Grassbow Sport Waterproof Hik,201702,0,2.33803,103
Titleist Small Wheeled Travel Cover,201702,0,0.8895,104
Polar Loop Activity Tracker,201702,0,2.18426,105
Pelican Maverick 100X Kayak,201702,0,2.20262,106
Garmin Approach S4 Golf GPS Watch,201702,0,0.53505,107
Total Gym 1400,201702,0,1.83943,108
Garmin Forerunner 910XT GPS Watch,201702,0,1.20023,109
Titleist Club Glove Travel Cover,201702,0,2.25092,110
GoPro HERO3+ Black Edition Camera,201702,0,0.8576,111
Diamondback Boys' Insight 24 Performance Hybr,201702,0,0.1891,112
Diamondback Girls' Clarity 24 Hybrid Bike 201,201702,0,1.80266,113
Stiga Master Series ST3100 Competition Indoor,201702,0,1.39626,114
SOLE E35 Elliptical,201702,13,1.91587,115
Bushnell Pro X7 Jolt Slope Rangefinder,201702,2,0.31626,116
SOLE E25 Elliptical,201702,36,1.15565,117
Bowflex SelectTech 1090 Dumbbells,201702,33,1.67115,118
Perfect Fitness Perfect Rip Deck,201701,529,0.52827,1
Nike Men's Dri-FIT Victory Golf Polo,201701,13,2.26937,2
O'Brien Men's Neoprene Life Vest,201701,491,0.67102,3
Nike Men's Free 5.0+ Running Shoe,201701,17,0.27078,4
Under Armour Girls' Toddler Spine Surge Runni,201701,222,0.27599,5
Nike Men's CJ Elite 2 TD Football Cleat,201701,188,0.75746,6
Field & Stream Sportsman 16 Gun Fire Safe,201701,32,1.34606,7
Pelican Sunstream 100 Kayak,201701,104,1.40562,8
Diamondback Women's Serene Classic Comfort Bi,201701,15,1.30907,9
ENO Atlas Hammock Straps,201701,12,2.04261,10
Nike Men's Comfort 2 Slide,201701,1,1.29987,11
adidas Youth Germany Black/Red Away Match Soc,201701,0,1.13098,12
Team Golf St. Louis Cardinals Putter Grip,201701,0,2.10502,13
LIJA Women's Eyelet Sleeveless Golf Polo,201701,9,1.15827,14
adidas Men's F10 Messi TRX FG Soccer Cleat,201701,0,2.32591,15
Glove It Women's Imperial Golf Glove,201701,23,1.42605,16
Glove It Imperial Golf Towel,201701,6,0.89095,17
Bridgestone e6 Straight Distance NFL Carolina,201701,1,1.77573,18
Glove It Women's Mod Oval 3-Zip Carry All Gol,201701,6,0.85857,19
Columbia Men's PFG Anchor Tough T-Shirt,201701,0,1.09663,20
Under Armour Women's Ignite Slide,201701,0,1.54841,21
Team Golf Tennessee Volunteers Putter Grip,201701,7,1.05592,22
Titleist Pro V1x High Numbers Personalized Go,201701,10,0.50789,23
Nike Men's Deutschland Weltmeister Winners Bl,201701,9,0.26436,24
Bridgestone e6 Straight Distance NFL San Dieg,201701,6,1.82995,25
Nike Women's Tempo Shorts,201701,1,0.77932,26
Team Golf Texas Longhorns Putter Grip,201701,1,1.3324,27
Hirzl Women's Soffft Flex Golf Glove,201701,21,0.36625,28
Clicgear 8.0 Shoe Brush,201701,1,1.60907,29
Hirzl Women's Hybrid Golf Glove,201701,0,0.73479,30
Team Golf Pittsburgh Steelers Putter Grip,201701,1,0.94951,31
Top Flite Women's 2017 XL Hybrid,201701,0,0.48646,32
Glove It Urban Brick Golf Towel,201701,2,1.99243,33
Nike Dri-FIT Crew Sock 6 Pack,201701,4,0.80879,34
TYR Boys' Team Digi Jammer,201701,1,2.09162,35
Team Golf San Francisco Giants Putter Grip,201701,0,1.18523,36
Clicgear Rovic Cooler Bag,201701,7,1.06015,37
Hirzl Men's Hybrid Golf Glove,201701,6,0.1121,38
Titleist Pro V1x Golf Balls,201701,0,0.453,39
adidas Men's Germany Black Crest Away Tee,201701,3,1.78696,40
Titleist Pro V1 High Numbers Personalized Gol,201701,0,0.67251,41
Under Armour Women's Micro G Skulpt Running S,201701,5,0.52718,42
Under Armour Hustle Storm Medium Duffle Bag,201701,12,1.45269,43
Under Armour Women's Ignite PIP VI Slide,201701,0,1.79812,44
Bag Boy Beverage Holder,201701,0,0.31474,45
Under Armour Men's Tech II T-Shirt,201701,17,1.45244,46
Team Golf New England Patriots Putter Grip,201701,0,1.50699,47
Under Armour Men's Compression EV SL Slide,201701,9,1.88764,48
Bridgestone e6 Straight Distance NFL Tennesse,201701,6,0.41429,49
Glove It Women's Mod Oval Golf Glove,201701,14,2.24533,50
Titleist Pro V1x High Numbers Golf Balls,201701,2,0.7955,51
Nike Women's Legend V-Neck T-Shirt,201701,2,0.71885,52
Under Armour Kids' Mercenary Slide,201701,0,1.43643,53
adidas Kids' F5 Messi FG Soccer Cleat,201701,10,1.48199,54
Children's heaters,201701,0,2.03768,55
Web Camera,201701,0,2.03583,56
Dell Laptop,201701,15,0.58128,57
Porcelain crafts,201701,0,0.69135,58
Sports Books,201701,0,2.32011,59
DVDs,201701,0,1.77452,60
Industrial consumer electronics,201701,0,1.71856,61
Fighting video games,201701,0,2.07795,62
Summer dresses,201701,0,0.65346,63
Lawn mower,201701,0,0.1902,64
Adult dog supplies,201701,0,0.21092,65
Rock music,201701,0,0.38304,66
Elevation Training Mask 2.0,201701,0,0.91883,67
LIJA Women's Mid-Length Panel Golf Shorts,201701,0,0.42023,68
Toys,201701,0,2.10126,69
Brooks Women's Ghost 6 Running Shoe,201701,0,0.76509,70
Bag Boy M330 Push Cart,201701,0,1.75165,71
Merrell Women's Grassbow Sport Hiking Shoe,201701,0,1.47058,72
Nike Men's Free TR 5.0 TB Training Shoe,201701,0,1.7261,73
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201701,0,0.74634,74
First aid kit,201701,0,1.32397,75
CDs of rock,201701,0,1.2696,76
Polar FT4 Heart Rate Monitor,201701,0,2.07271,77
LIJA Women's Argyle Golf Polo,201701,0,0.32438,78
TaylorMade White Smoke IN-12 Putter,201701,0,1.29607,79
Fitbit The One Wireless Activity & Sleep Trac,201701,0,2.11812,80
Nike Kids' Grade School KD VI Basketball Shoe,201701,0,2.11622,81
The North Face Women's Recon Backpack,201701,0,1.05467,82
Smart watch,201701,0,1.86898,83
